title,month,production_budget,domestic_gross,worldwide_gross,net_prof,net_margin_%
(500) Days of Summer,7.0,7500000.0,32425665.0,34439060.0,26939060.0,78.22
10 Cloverfield Lane,3.0,5000000.0,72082999.0,108286422.0,103286422.0,95.38
10 Things I Hate About You,3.0,13000000.0,38177966.0,60413950.0,47413950.0,78.48
"10,000 B.C.",3.0,105000000.0,94784201.0,269065678.0,164065678.0,60.98
12 Monkeys,12.0,29000000.0,57141459.0,168841459.0,139841459.0,82.82
12 Strong,1.0,35000000.0,45819713.0,71118378.0,36118378.0,50.79
12 Years a Slave,10.0,20000000.0,56671993.0,181025343.0,161025343.0,88.95
127 Hours,11.0,18000000.0,18335230.0,60217171.0,42217171.0,70.11
13 Going On 30,4.0,37000000.0,57139723.0,97658712.0,60658712.0,62.11
13 Hours: The Secret Soldiers of Benghazi,1.0,50000000.0,52853219.0,69411370.0,19411370.0,27.97
1408,6.0,22500000.0,71985628.0,131263370.0,108763370.0,82.86
15 Minutes,3.0,42000000.0,24375436.0,56331864.0,14331864.0,25.44
16 Blocks,3.0,45000000.0,36895141.0,65595141.0,20595141.0,31.4
17 Again,4.0,40000000.0,64167069.0,139474906.0,99474906.0,71.32
1941,12.0,32000000.0,34175000.0,94875000.0,62875000.0,66.27
2 Fast 2 Furious,6.0,76000000.0,127120058.0,236410607.0,160410607.0,67.85
2 For the Money,10.0,20000000.0,22991379.0,30491379.0,10491379.0,34.41
2 Guns,8.0,61000000.0,75612460.0,132493015.0,71493015.0,53.96
20 Dates,2.0,66000.0,541636.0,602920.0,536920.0,89.05
20 Feet From Stardom,6.0,1000000.0,4946250.0,5892466.0,4892466.0,83.03
"20,000 Leagues Under the Sea",12.0,5000000.0,28200000.0,28200000.0,23200000.0,82.27
"20,000 Leagues Under the Sea",12.0,200000.0,8000000.0,8000000.0,7800000.0,97.5
200 Cigarettes,2.0,6000000.0,6852450.0,6852450.0,852450.0,12.44
2001: A Space Odyssey,4.0,10500000.0,59936321.0,71928046.0,61428046.0,85.4
2012,11.0,200000000.0,166112167.0,757677748.0,557677748.0,73.6
2016: Obamaâs America,7.0,2500000.0,33349941.0,33349941.0,30849941.0,92.5
2046,8.0,12000000.0,1442338.0,19287485.0,7287485.0,37.78
21,3.0,35000000.0,81159365.0,159846429.0,124846429.0,78.1
21 Grams,11.0,20000000.0,16248701.0,59667625.0,39667625.0,66.48
21 Jump Street,3.0,42000000.0,138447667.0,202812429.0,160812429.0,79.29
21 and Over,3.0,13000000.0,25682380.0,42195766.0,29195766.0,69.19
22 Jump Street,6.0,50000000.0,191719337.0,331333876.0,281333876.0,84.91
25th Hour,12.0,4500000.0,13084595.0,25344490.0,20844490.0,82.24
27 Dresses,1.0,30000000.0,76808654.0,160247805.0,130247805.0,81.28
28 Days,4.0,43000000.0,37035515.0,62063972.0,19063972.0,30.72
28 Days Laterâ¦,6.0,8000000.0,45064915.0,82955633.0,74955633.0,90.36
28 Weeks Later,5.0,15000000.0,28638916.0,64232714.0,49232714.0,76.65
3 Days to Kill,2.0,28000000.0,30697999.0,38959900.0,10959900.0,28.13
3 Men and a Baby,11.0,15000000.0,167780960.0,167780960.0,152780960.0,91.06
3 Strikes,3.0,4000000.0,9821335.0,9821335.0,5821335.0,59.27
30 Days of Night,10.0,30000000.0,39568996.0,80276156.0,50276156.0,62.63
30 Minutes or Less,8.0,28000000.0,37053924.0,40966716.0,12966716.0,31.65
300,3.0,60000000.0,210614939.0,454161935.0,394161935.0,86.79
300: Rise of an Empire,3.0,110000000.0,106580051.0,330780051.0,220780051.0,66.75
3:10 to Yuma,9.0,48000000.0,53606916.0,71171825.0,23171825.0,32.56
"4 luni, 3 saptamani si 2 zile",1.0,900000.0,1196321.0,11993156.0,11093156.0,92.5
40 Days and 40 Nights,3.0,17000000.0,37939782.0,95092667.0,78092667.0,82.12
42,4.0,31000000.0,95020213.0,97470701.0,66470701.0,68.2
42nd Street,3.0,439000.0,1438000.0,2281000.0,1842000.0,80.75
50 First Dates,2.0,75000000.0,120776832.0,196320329.0,121320329.0,61.8
50/50,9.0,8000000.0,35016118.0,41334735.0,33334735.0,80.65
54,8.0,13000000.0,16757163.0,16757163.0,3757163.0,22.42
8 Heads in a Duffel Bag,4.0,3000000.0,3602884.0,4002884.0,1002884.0,25.05
8 Mile,11.0,41000000.0,116724075.0,245768384.0,204768384.0,83.32
8 femmes,9.0,8000000.0,3076425.0,42376425.0,34376425.0,81.12
88 Minutes,4.0,30000000.0,16930884.0,32955399.0,2955399.0,8.97
8MM,2.0,40000000.0,36443442.0,96398826.0,56398826.0,58.51
9,9.0,30000000.0,31749894.0,48559999.0,18559999.0,38.22
A Bad Moms Christmas,11.0,28000000.0,72110659.0,127710550.0,99710550.0,78.08
A Beautiful Mind,12.0,78000000.0,170708996.0,317668058.0,239668058.0,75.45
A Bridge Too Far,6.0,26000000.0,50800000.0,50800000.0,24800000.0,48.82
A Bug's Life,11.0,45000000.0,162798565.0,363095319.0,318095319.0,87.61
A Christmas Story,11.0,3250000.0,20605209.0,20605209.0,17355209.0,84.23
A Cinderella Story,7.0,19000000.0,51438175.0,70164105.0,51164105.0,72.92
A Dogâs Purpose,1.0,25000000.0,64321890.0,203671625.0,178671625.0,87.73
A Dogâs Way Home,1.0,61000000.0,41952715.0,81149689.0,20149689.0,24.83
A Farewell To Arms,12.0,5000000.0,11000000.0,11017403.0,6017403.0,54.62
A Few Best Men,5.0,15000000.0,0.0,17224539.0,2224539.0,12.91
A Few Good Men,12.0,33000000.0,141340178.0,236500000.0,203500000.0,86.05
A Ghost Story,7.0,100000.0,1594798.0,2769782.0,2669782.0,96.39
A Good Day to Die Hard,2.0,92000000.0,67349198.0,304249198.0,212249198.0,69.76
A Good Year,11.0,35000000.0,7459300.0,42064105.0,7064105.0,16.79
A Guy Named Joe,12.0,2627000.0,5363000.0,5363000.0,2736000.0,51.02
A Hard Day's Night,8.0,560000.0,1537860.0,1626784.0,1066784.0,65.58
A Haunted House,1.0,2500000.0,40041683.0,59922558.0,57422558.0,95.83
A Haunted House 2,4.0,4000000.0,17329487.0,21206861.0,17206861.0,81.14
A History of Violence,9.0,32000000.0,31493782.0,61477797.0,29477797.0,47.95
A Knightâs Tale,5.0,41000000.0,56083966.0,100622586.0,59622586.0,59.25
A League of Their Own,7.0,40000000.0,107533925.0,132440066.0,92440066.0,69.8
A Lot Like Love,4.0,25000000.0,21835784.0,41921590.0,16921590.0,40.36
A Low Down Dirty Shame,11.0,10000000.0,29317886.0,29317886.0,19317886.0,65.89
A Man Apart,4.0,36000000.0,26500000.0,43797731.0,7797731.0,17.8
A Man for All Seasons,12.0,3900000.0,28350000.0,28350000.0,24450000.0,86.24
A Mighty Heart,6.0,15000000.0,9176787.0,19153568.0,4153568.0,21.69
A Mighty Wind,4.0,6000000.0,17583468.0,18504539.0,12504539.0,67.58
A Million Ways to Die in The West,5.0,40000000.0,42720965.0,86778557.0,46778557.0,53.91
A Monster Calls,1.0,43000000.0,3740823.0,46414530.0,3414530.0,7.36
A Most Wanted Man,7.0,15000000.0,17237855.0,36068890.0,21068890.0,58.41
A Night at the Roxbury,10.0,17000000.0,30331165.0,30331165.0,13331165.0,43.95
A Nightmare On Elm Street 3: Dream Warriors,2.0,5000000.0,44793222.0,44793222.0,39793222.0,88.84
A Nightmare On Elm Street: The Dream Child,8.0,6000000.0,22168359.0,22168359.0,16168359.0,72.93
A Nightmare on Elm Street,4.0,35000000.0,63075011.0,117729621.0,82729621.0,70.27
A Nightmare on Elm Street,11.0,1800000.0,25504513.0,25504513.0,23704513.0,92.94
A Nightmare on Elm Street 4: The Dream Master,8.0,13000000.0,49369899.0,49369899.0,36369899.0,73.67
A Nightmare on Elm Street Part 2: Freddy's Revenge,11.0,3000000.0,21163999.0,21163999.0,18163999.0,85.82
A Perfect Getaway,8.0,14000000.0,15515460.0,22815460.0,8815460.0,38.64
A Prairie Home Companion,6.0,10000000.0,20342852.0,26716191.0,16716191.0,62.57
A Quiet Place,4.0,17000000.0,188024361.0,334522294.0,317522294.0,94.92
A Room with a View,3.0,3000000.0,20966644.0,20966644.0,17966644.0,85.69
A Serious Man,10.0,7000000.0,9228788.0,30360570.0,23360570.0,76.94
A Simple Favor,9.0,20000000.0,53548586.0,97628717.0,77628717.0,79.51
A Single Man,12.0,7000000.0,9176000.0,28142379.0,21142379.0,75.13
A Star is Born,10.0,36000000.0,215288866.0,433449571.0,397449571.0,91.69
A Street Cat Named Bob,11.0,8000000.0,82703.0,17382693.0,9382693.0,53.98
A Streetcar Named Desire,9.0,1800000.0,8000000.0,8000000.0,6200000.0,77.5
A Thin Line Between Love & Hate,4.0,8000000.0,34873513.0,34873513.0,26873513.0,77.06
A Time to Kill,7.0,40000000.0,108766007.0,152266007.0,112266007.0,73.73
A Very Harold & Kumar 3D Christmas,11.0,20000000.0,35061031.0,36265745.0,16265745.0,44.85
A View to a Kill,5.0,30000000.0,50327960.0,152627960.0,122627960.0,80.34
A Walk Among the Tombstones,9.0,28000000.0,26017685.0,62108587.0,34108587.0,54.92
A Walk in the Woods,9.0,8000000.0,29499394.0,37119358.0,29119358.0,78.45
A Walk to Remember,1.0,11000000.0,41227069.0,46060861.0,35060861.0,76.12
A Wrinkle in Time,3.0,103000000.0,100478608.0,133401882.0,30401882.0,22.79
ABCD (Any Body Can Dance),2.0,1900000.0,222098.0,10137234.0,8237234.0,81.26
ATL,3.0,17000000.0,21170563.0,21170563.0,4170563.0,19.7
AVP: Alien Vs. Predator,8.0,70000000.0,80281096.0,172543519.0,102543519.0,59.43
Abduction,9.0,35000000.0,28087155.0,86648359.0,51648359.0,59.61
About Last Night,2.0,13000000.0,48637684.0,50445860.0,37445860.0,74.23
About Schmidt,12.0,30000000.0,65005217.0,107054484.0,77054484.0,71.98
About Time,11.0,12000000.0,15323921.0,89309178.0,77309178.0,86.56
About a Boy,5.0,27000000.0,40803000.0,130759651.0,103759651.0,79.35
Abraham Lincoln: Vampire Hunter,6.0,67500000.0,37519139.0,137489730.0,69989730.0,50.91
Absolute Power,2.0,50000000.0,50068310.0,50068310.0,68310.0,0.14
Ace Ventura: Pet Detective,2.0,12000000.0,72217396.0,107217396.0,95217396.0,88.81
Ace Ventura: When Nature Calls,11.0,30000000.0,108360063.0,212400000.0,182400000.0,85.88
Acrimony,3.0,20000000.0,43549096.0,46627836.0,26627836.0,57.11
Act of Valor,2.0,12000000.0,70012847.0,82497035.0,70497035.0,85.45
Action Jackson,2.0,7000000.0,20257000.0,20257000.0,13257000.0,65.44
Adaptation,12.0,18500000.0,22498520.0,32531759.0,14031759.0,43.13
Addicted,10.0,5000000.0,17390770.0,17499242.0,12499242.0,71.43
Admiral,12.0,20000000.0,0.0,38585047.0,18585047.0,48.17
Admission,3.0,13000000.0,18007317.0,18733666.0,5733666.0,30.61
Adrift,6.0,35000000.0,31445011.0,57897191.0,22897191.0,39.55
Adventureland,4.0,9800000.0,16044025.0,17553055.0,7753055.0,44.17
After Earth,5.0,130000000.0,60522097.0,251499665.0,121499665.0,48.31
After Hours,9.0,4500000.0,10609321.0,10609321.0,6109321.0,57.58
Agent Cody Banks,3.0,25000000.0,47545060.0,58240458.0,33240458.0,57.07
Agent Cody Banks 2: Destination London,3.0,26000000.0,23514247.0,28703083.0,2703083.0,9.42
Air Bud,8.0,3000000.0,24646936.0,27788649.0,24788649.0,89.2
Air Force One,7.0,85000000.0,172956409.0,315268353.0,230268353.0,73.04
Airlift (2016),12.0,4400000.0,0.0,9969237.0,5569237.0,55.86
Airplane!,7.0,3500000.0,83453539.0,83453539.0,79953539.0,95.81
Ajami,2.0,1000000.0,621859.0,2721096.0,1721096.0,63.25
Akeelah and the Bee,4.0,8000000.0,18848430.0,18959424.0,10959424.0,57.8
Akmareul Boatda,3.0,6000000.0,129210.0,13168809.0,7168809.0,54.44
Aladdin,5.0,182000000.0,246734314.0,619234314.0,437234314.0,70.61
Aladdin,11.0,28000000.0,217350219.0,504050219.0,476050219.0,94.44
Albert Nobbs,12.0,7500000.0,3014696.0,8539003.0,1039003.0,12.17
Alex Cross,10.0,35000000.0,25888412.0,35426759.0,426759.0,1.2
Alexander,11.0,155000000.0,34297191.0,167297191.0,12297191.0,7.35
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10.0,28000000.0,66954149.0,101379287.0,73379287.0,72.38
Alexander's Ragtime Band,5.0,2000000.0,4000000.0,4000000.0,2000000.0,50.0
Alice Through the Looking Glass,5.0,170000000.0,77042381.0,276928112.0,106928112.0,38.61
Alice in Wonderland,3.0,200000000.0,334191110.0,1025491110.0,825491110.0,80.5
Alien,5.0,10700000.0,80930630.0,203628947.0,192928947.0,94.75
Alien 3,5.0,55000000.0,54927174.0,158500000.0,103500000.0,65.3
Alien: Covenant,5.0,97000000.0,74262031.0,238521247.0,141521247.0,59.33
Alien: Resurrection,11.0,60000000.0,47795018.0,160700000.0,100700000.0,62.66
Aliens,7.0,17000000.0,85160248.0,183316455.0,166316455.0,90.73
Aliens in the Attic,7.0,45000000.0,25200412.0,59551283.0,14551283.0,24.43
Aliens vs. Predator - Requiem,12.0,40000000.0,41797066.0,128884494.0,88884494.0,68.96
Alita: Battle Angel,2.0,170000000.0,85710210.0,402976036.0,232976036.0,57.81
Alive,1.0,32000000.0,36299670.0,36299670.0,4299670.0,11.84
All About Steve,9.0,15000000.0,33862903.0,40127259.0,25127259.0,62.62
All About the Benjamins,3.0,14000000.0,25482931.0,25873145.0,11873145.0,45.89
All Eyez on Me,6.0,45000000.0,44922302.0,54876855.0,9876855.0,18.0
All Saints,8.0,2000000.0,5802208.0,5941994.0,3941994.0,66.34
All You Need Is Love,10.0,300000.0,0.0,3565259.0,3265259.0,91.59
All is Lost,10.0,8500000.0,6263670.0,10386814.0,1886814.0,18.17
All the Boys Love Mandy Lane,10.0,750000.0,0.0,1960521.0,1210521.0,61.74
Allied,11.0,106000000.0,40098064.0,119266661.0,13266661.0,11.12
Almost Christmas,11.0,17000000.0,42065185.0,42493506.0,25493506.0,59.99
Along Came Polly,1.0,42000000.0,88073507.0,173044410.0,131044410.0,75.73
Along Came a Spider,4.0,28000000.0,74058698.0,105159085.0,77159085.0,73.37
Alpha,8.0,51000000.0,35851379.0,99624873.0,48624873.0,48.81
Alpha and Omega 3D,9.0,20000000.0,25107267.0,48958353.0,28958353.0,59.15
Alvin and the Chipmunks,12.0,55000000.0,217326974.0,362605033.0,307605033.0,84.83
Alvin and the Chipmunks: Chipwrecked,12.0,80000000.0,133107389.0,349088523.0,269088523.0,77.08
Alvin and the Chipmunks: The Road Chip,12.0,90000000.0,85886987.0,249517956.0,159517956.0,63.93
Alvin and the Chipmunks: The Squeakquel,12.0,70000000.0,219614612.0,443483213.0,373483213.0,84.22
Amadeus,9.0,18000000.0,51973029.0,51973029.0,33973029.0,65.37
America's Sweethearts,7.0,46000000.0,93607673.0,160648493.0,114648493.0,71.37
American Assassin,9.0,63000000.0,36249674.0,68310140.0,5310140.0,7.77
American Beauty,9.0,15000000.0,130058047.0,356258047.0,341258047.0,95.79
American Desi,3.0,250000.0,902835.0,1366235.0,1116235.0,81.7
American Gangster,11.0,100000000.0,130164645.0,267985456.0,167985456.0,62.68
American Graffiti,8.0,777000.0,115000000.0,140000000.0,139223000.0,99.44
American Hustle,12.0,40000000.0,150117807.0,257878294.0,217878294.0,84.49
American Made,9.0,50000000.0,51342000.0,135569212.0,85569212.0,63.12
American Ninja 2: The Confrontation,1.0,350000.0,4000000.0,4000000.0,3650000.0,91.25
American Pie,7.0,12000000.0,101800948.0,234723148.0,222723148.0,94.89
American Pie 2,8.0,30000000.0,145096820.0,286500000.0,256500000.0,89.53
American Psycho,4.0,8000000.0,15070285.0,34270285.0,26270285.0,76.66
American Reunion,4.0,50000000.0,56758835.0,236799211.0,186799211.0,78.89
American Sniper,12.0,58000000.0,350126372.0,547326372.0,489326372.0,89.4
American Splendor,8.0,2000000.0,6003587.0,8685632.0,6685632.0,76.97
American Ultra,8.0,28000000.0,14439985.0,30295028.0,2295028.0,7.58
American Wedding,8.0,55000000.0,104354205.0,126425115.0,71425115.0,56.5
Amistad,12.0,40000000.0,44212592.0,58250151.0,18250151.0,31.33
Amores Perros,3.0,2000000.0,5383834.0,20883834.0,18883834.0,90.42
Amour,12.0,9700000.0,6738954.0,36787044.0,27087044.0,73.63
An American Haunting,5.0,14000000.0,16298046.0,30443277.0,16443277.0,54.01
An Education,10.0,7500000.0,12574914.0,29652736.0,22152736.0,74.71
An Ideal Husband,6.0,10700000.0,18542974.0,31341183.0,20641183.0,65.86
An Inconvenient Sequel,7.0,1000000.0,3496795.0,5839322.0,4839322.0,82.87
An Inconvenient Truth,5.0,1000000.0,24146161.0,53365925.0,52365925.0,98.13
Anaconda,4.0,45000000.0,65598907.0,136998907.0,91998907.0,67.15
Anacondas: The Hunt for the Blood Orchid,8.0,25000000.0,31526393.0,70326393.0,45326393.0,64.45
Analyze This,3.0,30000000.0,106885658.0,176885658.0,146885658.0,83.04
Anastasia,11.0,53000000.0,58403409.0,139801096.0,86801096.0,62.09
Anchorman 2: The Legend Continues,12.0,50000000.0,127352707.0,172185754.0,122185754.0,70.96
Anchorman: The Legend of Ron Burgundy,7.0,25000000.0,84136909.0,89476265.0,64476265.0,72.06
Angels & Demons,5.0,150000000.0,133375846.0,490875846.0,340875846.0,69.44
Anger Management,4.0,56000000.0,135560942.0,195660942.0,139660942.0,71.38
Animal Kingdom,8.0,4200000.0,1044039.0,8078683.0,3878683.0,48.01
Anna Karenina,11.0,49000000.0,12816367.0,71004627.0,22004627.0,30.99
Annabelle,10.0,6500000.0,84273813.0,256862920.0,250362920.0,97.47
Annabelle: Creation,8.0,15000000.0,102092201.0,305384865.0,290384865.0,95.09
Annie,12.0,65000000.0,85911262.0,139829625.0,74829625.0,53.51
Annie Get Your Gun,5.0,3768785.0,8000000.0,8000000.0,4231215.0,52.89
Annie Hall,4.0,4000000.0,38251425.0,38251425.0,34251425.0,89.54
Another Earth,7.0,175000.0,1321194.0,2102779.0,1927779.0,91.68
Another Year,12.0,8000000.0,3205706.0,20005613.0,12005613.0,60.01
Ant-Man,7.0,130000000.0,180202163.0,518858449.0,388858449.0,74.94
Ant-Man and the Wasp,7.0,130000000.0,216648740.0,623144660.0,493144660.0,79.14
Antwone Fisher,12.0,12500000.0,21078145.0,23367586.0,10867586.0,46.51
Antz,10.0,60000000.0,90757863.0,152457863.0,92457863.0,60.64
Any Given Sunday,12.0,60000000.0,75530832.0,100230832.0,40230832.0,40.14
Apocalypse Now,8.0,31500000.0,78800000.0,81250485.0,49750485.0,61.23
Apocalypto,12.0,40000000.0,50866635.0,121032272.0,81032272.0,66.95
Apollo 13,6.0,65000000.0,173772767.0,335802271.0,270802271.0,80.64
Apollo 18,9.0,5000000.0,17686929.0,26517819.0,21517819.0,81.14
Appaloosa,9.0,20000000.0,20211394.0,27911453.0,7911453.0,28.34
April Fool's Day,3.0,5000000.0,12947763.0,12947763.0,7947763.0,61.38
Aqua Teen Hunger Force Colon Movie Film for Theaters,4.0,750000.0,5520368.0,5520368.0,4770368.0,86.41
Aquaman,12.0,160000000.0,335061807.0,1146894640.0,986894640.0,86.05
Aquamarine,3.0,12000000.0,18597342.0,22978953.0,10978953.0,47.78
Arachnophobia,7.0,31000000.0,53208180.0,53208180.0,22208180.0,41.74
Arbitrage,9.0,12000000.0,7919574.0,35830713.0,23830713.0,66.51
Are We There Yet?,1.0,20000000.0,82674398.0,98114471.0,78114471.0,79.62
Argo,10.0,44500000.0,136025503.0,227140757.0,182640757.0,80.41
Arlington Road,7.0,21500000.0,24419219.0,24419219.0,2919219.0,11.95
Armageddon,7.0,140000000.0,201578182.0,554600000.0,414600000.0,74.76
Armored,12.0,20000000.0,15988876.0,23661038.0,3661038.0,15.47
Army of Darkness,2.0,11000000.0,11502976.0,21502976.0,10502976.0,48.84
Arn - Tempelriddaren,12.0,16500000.0,0.0,21404122.0,4904122.0,22.91
Around the World in 80 Days,10.0,6000000.0,42000000.0,42000000.0,36000000.0,85.71
Arrival,11.0,47000000.0,100546139.0,203127894.0,156127894.0,76.86
Arthur,4.0,40000000.0,33035397.0,47787943.0,7787943.0,16.3
Arthur Christmas,11.0,85000000.0,46462469.0,149717124.0,64717124.0,43.23
Arthur et les Minimoys,1.0,80000000.0,15132763.0,113325743.0,33325743.0,29.41
Artificial Intelligence: AI,6.0,90000000.0,78616689.0,235900000.0,145900000.0,61.85
"As Above, So Below",8.0,5000000.0,21222315.0,41824066.0,36824066.0,88.05
As Good as it Gets,12.0,50000000.0,148478011.0,314111923.0,264111923.0,84.08
Assassins,10.0,50000000.0,30306268.0,83306268.0,33306268.0,39.98
Assassinâs Creed,12.0,125000000.0,54647948.0,240759682.0,115759682.0,48.08
Assault On Precinct 13,1.0,30000000.0,20040895.0,36040895.0,6040895.0,16.76
AstÃ©rix aux Jeux Olympiques,7.0,113500000.0,999811.0,132999811.0,19499811.0,14.66
Atlantis: The Lost Empire,6.0,90000000.0,84052762.0,186049020.0,96049020.0,51.63
Atomic Blonde,7.0,30000000.0,51573925.0,98345423.0,68345423.0,69.5
Atonement,12.0,30000000.0,50980159.0,129779728.0,99779728.0,76.88
August Rush,11.0,25000000.0,31664162.0,65882103.0,40882103.0,62.05
August: Osage County,12.0,25000000.0,37738810.0,50738810.0,25738810.0,50.73
Austin Powers in Goldmember,7.0,63000000.0,213117789.0,296338663.0,233338663.0,78.74
Austin Powers: International Man of Mystery,5.0,18000000.0,53883989.0,67683989.0,49683989.0,73.41
Austin Powers: The Spy Who Shagged Me,6.0,35000000.0,206040085.0,312383487.0,277383487.0,88.8
Australia,11.0,130000000.0,49554002.0,215080810.0,85080810.0,39.56
Autumn in New York,8.0,40000000.0,37752931.0,90717684.0,50717684.0,55.91
Avatar,12.0,425000000.0,760507625.0,2776345279.0,2351345279.0,84.69
Avengers: Age of Ultron,5.0,330600000.0,459005868.0,1403013963.0,1072413963.0,76.44
Avengers: Infinity War,4.0,300000000.0,678815482.0,2048134200.0,1748134200.0,85.35
Awake,11.0,8600000.0,14373825.0,32968648.0,24368648.0,73.91
Ayurveda: Art of Being,7.0,300000.0,16892.0,2066892.0,1766892.0,85.49
Baahubali 2: The Conclusion,4.0,30000000.0,18985794.0,263502914.0,233502914.0,88.61
Babe,8.0,30000000.0,63658910.0,246100000.0,216100000.0,87.81
Babel,10.0,20000000.0,34302837.0,132121212.0,112121212.0,84.86
Baby Boy,6.0,16000000.0,28734552.0,28734552.0,12734552.0,44.32
Baby Driver,6.0,34000000.0,107825862.0,228104185.0,194104185.0,85.09
Baby Geniuses,3.0,13000000.0,27151490.0,27151490.0,14151490.0,52.12
