title,month,production_budget,domestic_gross,worldwide_gross,net_prof,net_margin_%
Hereafter,10.0,50000000.0,32746941.0,108660270.0,58660270.0,53.99
Hereditary,6.0,10000000.0,44069456.0,70133905.0,60133905.0,85.74
Hero,10.0,42000000.0,19487173.0,66787173.0,24787173.0,37.11
Heroes,10.0,400000.0,655538.0,655538.0,255538.0,38.98
Hey Arnold! The Movie,6.0,10000000.0,13684949.0,13684949.0,3684949.0,26.93
Hidalgo,3.0,78000000.0,67286731.0,108086731.0,30086731.0,27.84
Hidden Figures,12.0,25000000.0,169607287.0,231771716.0,206771716.0,89.21
Hide and Seek,1.0,25000000.0,51100486.0,123696741.0,98696741.0,79.79
High Anxiety,12.0,3400000.0,31063038.0,31063038.0,27663038.0,89.05
High Crimes,4.0,42000000.0,41543207.0,63781100.0,21781100.0,34.15
High Fidelity,3.0,20000000.0,27277055.0,47881663.0,27881663.0,58.23
High Noon,7.0,730000.0,8000000.0,8000000.0,7270000.0,90.88
High Plains Drifter,8.0,5500000.0,15700000.0,15700000.0,10200000.0,64.97
High School Musical 3: Senior Year,10.0,11000000.0,90559416.0,274392880.0,263392880.0,95.99
High Tension,6.0,2850000.0,3681066.0,6435262.0,3585262.0,55.71
Hillaryâs America: The Secret History of the Democratic Party,7.0,5000000.0,13099931.0,13099931.0,8099931.0,61.83
History of the World: Part I,6.0,11000000.0,31672000.0,31672000.0,20672000.0,65.27
Hitch,2.0,55000000.0,177784257.0,366784257.0,311784257.0,85.0
Hitman,11.0,24000000.0,39687694.0,99135571.0,75135571.0,75.79
Hitman: Agent 47,8.0,35000000.0,22467450.0,82182803.0,47182803.0,57.41
Hocus Pocus,7.0,28000000.0,39360491.0,39360491.0,11360491.0,28.86
Hodejegerne,4.0,5250000.0,1200010.0,20188740.0,14938740.0,74.0
Holes,4.0,20000000.0,67383924.0,71232214.0,51232214.0,71.92
Hollow Man,8.0,90000000.0,73209340.0,191200000.0,101200000.0,52.93
Hollywood Shuffle,3.0,100000.0,5228617.0,5228617.0,5128617.0,98.09
Holy Motors,10.0,4000000.0,641054.0,4230426.0,230426.0,5.45
Home,3.0,130000000.0,177397510.0,385997896.0,255997896.0,66.32
Home,4.0,500000.0,15433.0,44793168.0,44293168.0,98.88
Home Again,9.0,15000000.0,27020284.0,37336874.0,22336874.0,59.83
Home Alone,11.0,15000000.0,285761243.0,476684675.0,461684675.0,96.85
Home Alone 2: Lost in New York,11.0,20000000.0,173585516.0,358994850.0,338994850.0,94.43
Home Run,4.0,1200000.0,2859955.0,2859955.0,1659955.0,58.04
Home for the Holidays,11.0,20000000.0,17468887.0,22119269.0,2119269.0,9.58
Homefront,11.0,22000000.0,20158492.0,51695362.0,29695362.0,57.44
Honey,12.0,18000000.0,30272254.0,62646763.0,44646763.0,71.27
Hoodwinked,1.0,17500000.0,51386611.0,109843390.0,92343390.0,84.07
Hook,12.0,70000000.0,119654823.0,300854823.0,230854823.0,76.73
Hoop Dreams,10.0,700000.0,7768371.0,11768371.0,11068371.0,94.05
Hop,4.0,63000000.0,108085305.0,188657593.0,125657593.0,66.61
Hope Floats,5.0,30000000.0,60110313.0,81529000.0,51529000.0,63.2
Hope Springs,8.0,30000000.0,63536011.0,133085295.0,103085295.0,77.46
Horrible Bosses,7.0,35000000.0,117538559.0,212417601.0,177417601.0,83.52
Horrible Bosses 2,11.0,40000000.0,54445357.0,105945357.0,65945357.0,62.24
Horton Hears a Who,3.0,85000000.0,154529439.0,299477886.0,214477886.0,71.62
Hostage,3.0,75000000.0,34636443.0,77636443.0,2636443.0,3.4
Hostel,1.0,4800000.0,47326473.0,82241110.0,77441110.0,94.16
Hostel: Part II,6.0,7500000.0,17544812.0,33606409.0,26106409.0,77.68
Hot Fuzz,4.0,16000000.0,23618786.0,81742618.0,65742618.0,80.43
Hot Pursuit,5.0,35000000.0,34580201.0,45671512.0,10671512.0,23.37
Hot Tub Time Machine,3.0,36000000.0,50269859.0,65967750.0,29967750.0,45.43
Hotel Rwanda,12.0,17500000.0,23519128.0,36521223.0,19021223.0,52.08
Hotel Transylvania,9.0,85000000.0,148313048.0,378505812.0,293505812.0,77.54
Hotel Transylvania 2,9.0,80000000.0,169700110.0,469500298.0,389500298.0,82.96
Hotel Transylvania 3: Summer Vacation,7.0,65000000.0,167500092.0,527079962.0,462079962.0,87.67
Hotel for Dogs,1.0,35000000.0,73178547.0,122357172.0,87357172.0,71.4
House Party 2,10.0,5000000.0,19438638.0,19438638.0,14438638.0,74.28
House at the End of the Street,9.0,6900000.0,31611916.0,44103982.0,37203982.0,84.36
"House of 1,000 Corpses",4.0,7000000.0,12634962.0,17005466.0,10005466.0,58.84
House of Flying Daggers,12.0,12000000.0,11050094.0,92863945.0,80863945.0,87.08
House of Wax,5.0,35000000.0,32064800.0,70064800.0,35064800.0,50.05
House of Wax,4.0,658000.0,23800000.0,23800000.0,23142000.0,97.24
House of the Dead,10.0,7000000.0,10199354.0,13860078.0,6860078.0,49.5
House on Haunted Hill,10.0,19000000.0,40846082.0,65090541.0,46090541.0,70.81
Housefull,4.0,10100000.0,1183658.0,18726300.0,8626300.0,46.07
How High,12.0,12000000.0,31155435.0,31222395.0,19222395.0,61.57
How Stella Got Her Groove Back,8.0,20000000.0,37672944.0,37672944.0,17672944.0,46.91
How the Grinch Stole Christmas,11.0,123000000.0,260044825.0,345141403.0,222141403.0,64.36
How to Be a Latin Lover,4.0,10000000.0,32149404.0,62556228.0,52556228.0,84.01
How to Lose a Guy in 10 Days,2.0,50000000.0,105807520.0,178890782.0,128890782.0,72.05
How to Train Your Dragon,3.0,165000000.0,217581232.0,494870992.0,329870992.0,66.66
How to Train Your Dragon 2,6.0,145000000.0,177002924.0,614586270.0,469586270.0,76.41
How to Train Your Dragon: The Hidden World,2.0,129000000.0,160791800.0,519258283.0,390258283.0,75.16
How to be Single,2.0,37000000.0,46843513.0,100003780.0,63003780.0,63.0
Howards End,3.0,8000000.0,26124872.0,26317943.0,18317943.0,69.6
Hud,5.0,2500000.0,10000000.0,10000000.0,7500000.0,75.0
Hugo,11.0,180000000.0,73864507.0,180047784.0,47784.0,0.03
Hulk,6.0,137000000.0,132177234.0,245075434.0,108075434.0,44.1
Human Traffic,5.0,3300000.0,104257.0,5422740.0,2122740.0,39.15
Hunt for the Wilderpeople,6.0,2500000.0,5205471.0,23845533.0,21345533.0,89.52
Hustle & Flow,7.0,2800000.0,22202809.0,23591783.0,20791783.0,88.13
I Am Not Your Negro,2.0,1000000.0,7123919.0,9617402.0,8617402.0,89.6
I Am Sam,12.0,22000000.0,40270895.0,92542418.0,70542418.0,76.23
I Can Do Bad All By Myself,9.0,19000000.0,51733921.0,51733921.0,32733921.0,63.27
I Can Only Imagine,3.0,7000000.0,83482352.0,85604221.0,78604221.0,91.82
I Don't Know How She Does It,9.0,24000000.0,9659074.0,24474463.0,474463.0,1.94
I Feel Pretty,4.0,32000000.0,48795601.0,91553797.0,59553797.0,65.05
I Got the Hook-Up!,5.0,3500000.0,10317779.0,10317779.0,6817779.0,66.08
I Know What You Did Last Summer,10.0,17000000.0,72250091.0,125250091.0,108250091.0,86.43
"I Love You, Man",3.0,40000000.0,72013010.0,92302502.0,52302502.0,56.66
"I Love You, Phillip Morris",12.0,13000000.0,2037459.0,23014027.0,10014027.0,43.51
I Now Pronounce You Chuck and Larry,7.0,85000000.0,119725280.0,185708462.0,100708462.0,54.23
I Still Know What You Did Last Summer,11.0,24000000.0,40020622.0,40020622.0,16020622.0,40.03
I Want Your Money,10.0,400000.0,433588.0,433588.0,33588.0,7.75
I am Legend,12.0,150000000.0,256393010.0,585532684.0,435532684.0,74.38
I am Number Four,2.0,50000000.0,55100437.0,146195159.0,96195159.0,65.8
"I, Frankenstein",1.0,65000000.0,19075290.0,74575290.0,9575290.0,12.84
"I, Robot",7.0,105000000.0,144801023.0,348629585.0,243629585.0,69.88
"I, Tonya",12.0,11000000.0,30014534.0,53797409.0,42797409.0,79.55
Ice Age,3.0,65000000.0,176387405.0,386116343.0,321116343.0,83.17
Ice Age: Collision Course,7.0,105000000.0,64063008.0,402156682.0,297156682.0,73.89
Ice Age: Continental Drift,7.0,95000000.0,161321843.0,879765137.0,784765137.0,89.2
Ice Age: Dawn of the Dinosaurs,7.0,90000000.0,196573705.0,859701857.0,769701857.0,89.53
Ice Age: The Meltdown,3.0,75000000.0,195330621.0,651899282.0,576899282.0,88.5
Ice Princess,3.0,25000000.0,24381334.0,25732334.0,732334.0,2.85
Ida,5.0,2600000.0,3827060.0,15298355.0,12698355.0,83.0
Identity,4.0,28000000.0,52131264.0,82183683.0,54183683.0,65.93
Identity Thief,2.0,35000000.0,134506920.0,175361578.0,140361578.0,80.04
If Beale Street Could Talk,12.0,12000000.0,14915773.0,19859167.0,7859167.0,39.57
If I Stay,8.0,11000000.0,50474843.0,78356170.0,67356170.0,85.96
Igor,9.0,22000000.0,19528602.0,31013349.0,9013349.0,29.06
"Il buono, il brutto, il cattivo",12.0,1200000.0,6100000.0,6100000.0,4900000.0,80.33
Immortals,11.0,75000000.0,83504017.0,211562435.0,136562435.0,64.55
In & Out,9.0,35000000.0,63826569.0,83226569.0,48226569.0,57.95
In Bruges,2.0,15000000.0,7800825.0,34533783.0,19533783.0,56.56
In Cold Blood,12.0,3500000.0,13000000.0,13007551.0,9507551.0,73.09
In Good Company,12.0,26000000.0,45489752.0,63489752.0,37489752.0,59.05
In Time,10.0,35000000.0,37553932.0,165103952.0,130103952.0,78.8
In Too Deep,8.0,7000000.0,14026509.0,15471229.0,8471229.0,54.75
In the Bedroom,11.0,1700000.0,35930604.0,42137871.0,40437871.0,95.97
In the Company of Men,8.0,25000.0,2883661.0,2883661.0,2858661.0,99.13
In the Cut,10.0,12000000.0,4717455.0,23693646.0,11693646.0,49.35
In the Heat of the Night,8.0,2000000.0,24379978.0,24407647.0,22407647.0,91.81
In the Land of Women,4.0,10500000.0,11052958.0,14140402.0,3640402.0,25.74
In the Shadow of the Moon,9.0,2000000.0,1134358.0,2175587.0,175587.0,8.07
In the Valley of Elah,9.0,23000000.0,6777741.0,24489150.0,1489150.0,6.08
Incarnate,12.0,5000000.0,4799774.0,9371036.0,4371036.0,46.64
Incendies,9.0,6800000.0,6857096.0,16038343.0,9238343.0,57.6
Inception,7.0,160000000.0,292576195.0,835524642.0,675524642.0,80.85
Incredibles 2,6.0,200000000.0,608581744.0,1242520711.0,1042520711.0,83.9
Independence Day,7.0,75000000.0,306169255.0,817400878.0,742400878.0,90.82
Independence Day: Resurgence,6.0,165000000.0,103144286.0,384169424.0,219169424.0,57.05
Indiana Jones and the Kingdom of the Crystal Skull,5.0,185000000.0,317101119.0,786635413.0,601635413.0,76.48
Indiana Jones and the Last Crusade,5.0,48000000.0,197171806.0,474171806.0,426171806.0,89.88
Indiana Jones and the Temple of Doom,5.0,28000000.0,179880271.0,333080271.0,305080271.0,91.59
IndigÃ¨nes,12.0,18900000.0,320700.0,26063572.0,7163572.0,27.48
Indivisible,10.0,2700000.0,3511417.0,3588305.0,888305.0,24.76
Inferno,10.0,75000000.0,34343574.0,219519367.0,144519367.0,65.83
Inglourious Basterds,8.0,70000000.0,120774594.0,316915264.0,246915264.0,77.91
Inkheart,1.0,60000000.0,17303424.0,66655938.0,6655938.0,9.99
Inside Job,10.0,2000000.0,4311834.0,7799257.0,5799257.0,74.36
Inside Llewyn Davis,12.0,11000000.0,13248209.0,32943247.0,21943247.0,66.61
Inside Man,3.0,50000000.0,88634237.0,185798265.0,135798265.0,73.09
Inside Out,6.0,175000000.0,356461711.0,854235992.0,679235992.0,79.51
Insidious,4.0,1500000.0,54009150.0,99870886.0,98370886.0,98.5
Insidious Chapter 2,9.0,5000000.0,83586447.0,161921515.0,156921515.0,96.91
Insidious Chapter 3,6.0,10000000.0,52218558.0,120453155.0,110453155.0,91.7
Insidious: The Last Key,1.0,10000000.0,67745330.0,167885588.0,157885588.0,94.04
Insomnia,5.0,46000000.0,67263182.0,113622499.0,67622499.0,59.52
Inspector Gadget,7.0,75000000.0,97387965.0,97387965.0,22387965.0,22.99
Instant Family,11.0,48000000.0,67363237.0,119736188.0,71736188.0,59.91
Interstellar,11.0,165000000.0,188017894.0,666379375.0,501379375.0,75.24
Interview with the Vampire: The Vampire Chronicles,11.0,50000000.0,105264608.0,223564608.0,173564608.0,77.64
Into the Storm,8.0,50000000.0,47602194.0,150429371.0,100429371.0,66.76
Into the Wild,9.0,20000000.0,18354356.0,56822960.0,36822960.0,64.8
Into the Woods,12.0,56200000.0,128002372.0,213116401.0,156916401.0,73.63
Intolerable Cruelty,10.0,60000000.0,35327628.0,121327628.0,61327628.0,50.55
Invasion U.S.A.,9.0,10000000.0,17536256.0,17536256.0,7536256.0,42.98
Invictus,12.0,60000000.0,37491364.0,124514011.0,64514011.0,51.81
Invincible,8.0,40000000.0,57806952.0,58501127.0,18501127.0,31.63
Io sono lâamore,6.0,10000000.0,5005465.0,15121528.0,5121528.0,33.87
Iris,12.0,5500000.0,5580479.0,5580479.0,80479.0,1.44
Iron Man,5.0,186000000.0,318604126.0,585171547.0,399171547.0,68.21
Iron Man 2,5.0,170000000.0,312433331.0,621156389.0,451156389.0,72.63
Iron Man 3,5.0,200000000.0,408992272.0,1215392272.0,1015392272.0,83.54
Irreversible,3.0,5400000.0,792200.0,8133256.0,2733256.0,33.61
Isnât it Romantic,2.0,31000000.0,48791187.0,48791187.0,17791187.0,36.46
It,9.0,35000000.0,327481748.0,697457969.0,662457969.0,94.98
It Comes at Night,6.0,5000000.0,13985117.0,19720203.0,14720203.0,74.65
It Follows,3.0,2000000.0,14674077.0,23250755.0,21250755.0,91.4
It Happened One Night,2.0,325000.0,2500000.0,2500000.0,2175000.0,87.0
It's All Gone Pete Tong,4.0,2000000.0,120620.0,2226603.0,226603.0,10.18
It's a Mad Mad Mad Mad World,11.0,9400000.0,46300000.0,60000000.0,50600000.0,84.33
Itâs Complicated,12.0,85000000.0,112735375.0,224614744.0,139614744.0,62.16
Itâs a Wonderful Life,12.0,3180000.0,6600000.0,10768908.0,7588908.0,70.47
Iâm Not Ashamed,10.0,1500000.0,2082980.0,2082980.0,582980.0,27.99
J. Edgar,11.0,35000000.0,37306030.0,84606030.0,49606030.0,58.63
JFK,12.0,40000000.0,70405498.0,205400000.0,165400000.0,80.53
Jack,8.0,45000000.0,58617334.0,58617334.0,13617334.0,23.23
Jack Reacher,12.0,60000000.0,80070736.0,217370736.0,157370736.0,72.4
Jack Reacher: Never Go Back,10.0,60000000.0,58697076.0,159946489.0,99946489.0,62.49
Jack Ryan: Shadow Recruit,1.0,60000000.0,50577412.0,131377412.0,71377412.0,54.33
Jack and Jill,11.0,79000000.0,74158157.0,150519217.0,71519217.0,47.52
Jack the Giant Slayer,3.0,195000000.0,65187603.0,197687603.0,2687603.0,1.36
Jackass 3D,10.0,20000000.0,117229692.0,171685793.0,151685793.0,88.35
Jackass Presents: Bad Grandpa,10.0,15000000.0,102003019.0,160903019.0,145903019.0,90.68
Jackass: Number Two,9.0,11000000.0,72778712.0,85278712.0,74278712.0,87.1
Jackass: The Movie,10.0,5000000.0,64282312.0,79282312.0,74282312.0,93.69
Jackie,12.0,9000000.0,13960394.0,36588512.0,27588512.0,75.4
Jackie Brown,12.0,12000000.0,39673162.0,74727492.0,62727492.0,83.94
Jagten,5.0,3450000.0,687185.0,18309793.0,14859793.0,81.16
Jane Austen's Mafia,7.0,10000000.0,19843795.0,30143795.0,20143795.0,66.83
Jarhead,11.0,72000000.0,62647540.0,96947540.0,24947540.0,25.73
Jason Bourne,7.0,120000000.0,162192920.0,416168316.0,296168316.0,71.17
Jason Goes to Hell: The Final Friday,8.0,3000000.0,15935068.0,15935068.0,12935068.0,81.17
Jason X,4.0,14000000.0,13121555.0,16951798.0,2951798.0,17.41
Jawbreaker,2.0,3000000.0,3076820.0,3076820.0,76820.0,2.5
Jaws,6.0,12000000.0,260000000.0,470700000.0,458700000.0,97.45
Jaws 2,6.0,20000000.0,102922376.0,208900376.0,188900376.0,90.43
Jay and Silent Bob Strike Back,8.0,22000000.0,30059386.0,33762400.0,11762400.0,34.84
Jeepers Creepers,8.0,10000000.0,37904175.0,58939035.0,48939035.0,83.03
Jeepers Creepers II,8.0,25000000.0,35623801.0,119923801.0,94923801.0,79.15
Jennifer's Body,9.0,16000000.0,16204793.0,31943401.0,15943401.0,49.91
Jerry Maguire,12.0,50000000.0,153952592.0,274000000.0,224000000.0,81.75
Jersey Boys,6.0,40000000.0,47047013.0,65282732.0,25282732.0,38.73
Jersey Girl,3.0,35000000.0,25266129.0,37066129.0,2066129.0,5.57
Jet Li's Hero,8.0,17000000.0,53652140.0,177535958.0,160535958.0,90.42
Jigsaw,10.0,10000000.0,38052832.0,102445196.0,92445196.0,90.24
Jimmy Neutron: Boy Genius,12.0,25000000.0,80936232.0,102992536.0,77992536.0,75.73
Jingle All the Way,11.0,60000000.0,60592389.0,129832389.0,69832389.0,53.79
Jobs,8.0,18000000.0,16131410.0,43402515.0,25402515.0,58.53
Jodaeiye Nader az Simin,12.0,800000.0,7098492.0,24426169.0,23626169.0,96.72
Joe Dirt,4.0,16000000.0,27087695.0,30987695.0,14987695.0,48.37
Joheunnom nabbeunnom isanghannom,4.0,10000000.0,128486.0,42226657.0,32226657.0,76.32
John Carter,3.0,275000000.0,73058679.0,282778100.0,7778100.0,2.75
John Q,2.0,36000000.0,71026631.0,102226631.0,66226631.0,64.78
John Wick,10.0,30000000.0,43037835.0,76235001.0,46235001.0,60.65
John Wick: Chapter 3 â Parabellum,5.0,40000000.0,141744320.0,256498033.0,216498033.0,84.41
John Wick: Chapter Two,2.0,40000000.0,92029184.0,171350009.0,131350009.0,76.66
Johnny English,7.0,45000000.0,28013509.0,163126676.0,118126676.0,72.41
Johnny English Reborn,10.0,45000000.0,8406711.0,164640401.0,119640401.0,72.67
Johnson Family Vacation,4.0,12000000.0,31203964.0,31286759.0,19286759.0,61.65
Jonah: A VeggieTales Movie,10.0,14000000.0,25571351.0,25608779.0,11608779.0,45.33
Journey 2: The Mysterious Island,2.0,79000000.0,103860290.0,318146162.0,239146162.0,75.17
Journey to the Center of the Earth,7.0,45000000.0,101704370.0,243180937.0,198180937.0,81.5
Joy,12.0,60000000.0,56451232.0,101134059.0,41134059.0,40.67
Joyeux NoÃ«l,3.0,22000000.0,1054361.0,23134075.0,1134075.0,4.9
Joyful Noise,1.0,27500000.0,30932113.0,31157914.0,3657914.0,11.74
Judge Dredd,6.0,85000000.0,34687912.0,113487912.0,28487912.0,25.1
Judgment at Nuremberg,12.0,3000000.0,10000000.0,10000000.0,7000000.0,70.0
Julie & Julia,8.0,40000000.0,94125426.0,126646119.0,86646119.0,68.42
Jumanji,12.0,65000000.0,100458310.0,262758310.0,197758310.0,75.26
Jumanji: Welcome to the Jungle,12.0,90000000.0,404508916.0,964496193.0,874496193.0,90.67
Jumper,2.0,82500000.0,80172128.0,222640812.0,140140812.0,62.94
Jumping the Broom,5.0,7000000.0,37295394.0,38158601.0,31158601.0,81.66
Junebug,8.0,1000000.0,2678010.0,3553253.0,2553253.0,71.86
Juno,12.0,7000000.0,143495265.0,231450102.0,224450102.0,96.98
Jupiter Ascending,2.0,179000000.0,47482519.0,181982519.0,2982519.0,1.64
Jurassic Park,6.0,63000000.0,395708305.0,1038812584.0,975812584.0,93.94
Jurassic Park III,7.0,93000000.0,181166115.0,365900000.0,272900000.0,74.58
Jurassic World,6.0,215000000.0,652270625.0,1648854864.0,1433854864.0,86.96
Jurassic World: Fallen Kingdom,6.0,170000000.0,417719760.0,1305772799.0,1135772799.0,86.98
Just Go With It,2.0,80000000.0,103028109.0,214974953.0,134974953.0,62.79
Just Like Heaven,9.0,58000000.0,48318130.0,100687083.0,42687083.0,42.4
Just Married,1.0,19000000.0,56127162.0,101564935.0,82564935.0,81.29
Just My Luck,5.0,28000000.0,17326650.0,38159905.0,10159905.0,26.62
Just Wright,5.0,12000000.0,21540363.0,21867665.0,9867665.0,45.12
Justice League,11.0,300000000.0,229024295.0,655945209.0,355945209.0,54.26
Justin Bieber: Never Say Never,2.0,13000000.0,73013910.0,99034125.0,86034125.0,86.87
JÃ¬yÃ¬ dÃ shÄ«,4.0,20000000.0,587470.0,43888531.0,23888531.0,54.43
JÃ»san-nin no shikaku,4.0,6000000.0,802778.0,18727440.0,12727440.0,67.96
K-PAX,8.0,48000000.0,50315140.0,50315140.0,2315140.0,4.6
Kabhi Alvida Naa Kehna,8.0,10750000.0,3275443.0,32575443.0,21825443.0,67.0
Kama Sutra,2.0,3000000.0,4109095.0,4109095.0,1109095.0,26.99
Kangaroo Jack,1.0,60000000.0,66723216.0,90723216.0,30723216.0,33.86
Kari gurashi no Arietti,2.0,23000000.0,19192510.0,151496097.0,128496097.0,84.82
Kate and Leopold,12.0,48000000.0,47095453.0,70937778.0,22937778.0,32.34
Katy Perry: Part of Me,7.0,12000000.0,25326071.0,32700439.0,20700439.0,63.3
Keanu,4.0,15000000.0,20591853.0,20688141.0,5688141.0,27.49
Keeping the Faith,4.0,29000000.0,37036404.0,45336404.0,16336404.0,36.03
Kevin Hart: Laugh at My Pain,9.0,750000.0,7706436.0,7712436.0,6962436.0,90.28
Kevin Hart: Let Me Explain,7.0,2500000.0,32244051.0,32327255.0,29827255.0,92.27
Kevin Hart: What Now?,10.0,10000000.0,23591043.0,23591043.0,13591043.0,57.61
Khiladi 786,12.0,5600000.0,385422.0,14683763.0,9083763.0,61.86
Khumba,12.0,15000000.0,0.0,20898221.0,5898221.0,28.22
Kick-Ass,4.0,28000000.0,48071303.0,97531134.0,69531134.0,71.29
Kick-Ass 2,8.0,28000000.0,28795985.0,63129909.0,35129909.0,55.65
Kickboxer,9.0,1500000.0,14533681.0,14533681.0,13033681.0,89.68
Kicking and Screaming,5.0,45000000.0,52842724.0,55842724.0,10842724.0,19.42
Kidnap,8.0,21000000.0,30718107.0,34836080.0,13836080.0,39.72
Kids,7.0,1500000.0,7412216.0,20412216.0,18912216.0,92.65
Kill Bill: Volume 1,10.0,55000000.0,70098138.0,176469428.0,121469428.0,68.83
Kill Bill: Volume 2,4.0,55000000.0,66207920.0,153535982.0,98535982.0,64.18
Kill the Messenger,10.0,5000000.0,2450846.0,6656705.0,1656705.0,24.89
Killers,6.0,75000000.0,47059963.0,95572749.0,20572749.0,21.53
Killing Them Softly,11.0,15000000.0,14945541.0,39238443.0,24238443.0,61.77
Kindergarten Cop,12.0,26000000.0,91457688.0,202000000.0,176000000.0,87.13
King Arthur,7.0,90000000.0,51877963.0,203877963.0,113877963.0,55.86
King Kong,12.0,207000000.0,218080025.0,550517357.0,343517357.0,62.4
King Kong,12.0,23000000.0,52614445.0,90614445.0,67614445.0,74.62
King Kong,4.0,672000.0,10000000.0,10000650.0,9328650.0,93.28
Kingdom Come,4.0,7000000.0,23247539.0,23393939.0,16393939.0,70.08
Kingdom of Heaven,5.0,110000000.0,47398413.0,218853353.0,108853353.0,49.74
